anime_id,mal_id,title,title_english,title_japanese,type,source,genres,tags
13249,13249,Lupin VIII,None,ルパン8世,SPECIAL,None,"Adventure, Comedy","Male Protagonist, Shounen, Space"
13251,13251,Shin Hikari Shinwa: Palutena no Kagami,Kid Icarus: Uprising,新・光神話 パルテナの鏡,ONA,VIDEO_GAME,"Adventure, Comedy, Fantasy",
13253,13253,Blossom,None,blossom,MOVIE,None,Music,
13255,13255,Haru wa Kuru,None,春は来る,ONA,None,Adventure,Advertisement
13259,13259,Kyoto Animation: Ajisai-hen,None,京都アニメーションCM「あじさい編」,SPECIAL,None,,Magic
13261,13261,Inazuma Eleven Go: Chrono Stone,None,イナズマイレブンGO クロノ・ストーン,TV,None,Sports,"Football, Super Power, Shounen, Time Manipulation"
13263,13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,Fate/Zero: Please! Einzbern Counseling Room,お願い!アインツベルン相談室,SPECIAL,None,Comedy,Chibi
13267,13267,Shinryaku!! Ika Musume,Squid Girl OVA,侵略!!イカ娘,OVA,MANGA,"Comedy, Slice of Life",Shounen
13271,13271,Hunter x Hunter: Phantom Rouge,None,劇場版 HUNTER×HUNTER 緋色の幻影（ファントム・ルージュ）,MOVIE,None,"Action, Adventure",Shounen
13281,13281,FlashBack,None,None,MUSIC,ORIGINAL,Music,
13283,13283,One Off,None,わんおふ -one off-,OVA,None,Slice of Life,"Iyashikei, Motorcycles, Rural, Primarily Female Cast, Mopeds, Advertisement"
13287,13287,Galaxy Angel: Sukiyaki Bentou Goninmae,None,ギャラクシーエンジェル,SPECIAL,None,"Comedy, Sci-Fi",
13299,13299,Houkago no Tinker Bell,None,放課後のティンカー・ベル,OVA,None,"Comedy, Drama, Romance, Slice of Life",School
13303,13303,Usogui,None,嘘喰い,OVA,None,Psychological,"Seinen, Gambling"
13307,13307,Shounen Ninja Kaze no Fujimaru,None,少年忍者風のフジ丸,TV,None,"Action, Adventure","Swordplay, Shounen"
13309,13309,Kyoto Animation: Hoshi-hen,Star,京都アニメーションCM「星編」,SPECIAL,None,Fantasy,Advertisement
13311,13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,None,変身合体!!5つの熱き魂,MUSIC,None,Music,Super Power
13325,13325,Crimson Girls: Chikan Shihai,None,クリムゾンガールズ～痴漢支配~,OVA,None,Hentai,"Trains, Defloration, Public Sex"
13331,13331,Jormungand: Perfect Order,None,ヨルムンガンド PERFECT ORDER,TV,MANGA,"Action, Adventure","Seinen, Guns, Mafia, Primarily Adult Cast, Military"
13333,13333,Tari Tari,None,None,TV,ORIGINAL,"Music, Slice of Life","Musical, School Club, Coming of Age, Band, Family Life, School"
13335,13335,Fuse Teppou Musume no Torimonochou,FUSE - Memoirs of the Hunter Girl,伏 鉄砲娘の捕物帳,MOVIE,None,"Action, Drama","Historical, Samurai, Urban Fantasy"
13349,13349,Chouyaku Hyakuninisshu: Uta Koi.,Utakoi,超訳百人一首 うた恋い。,TV,None,"Comedy, Romance","Josei, Historical"
13357,13357,High School DxD Specials,None,ハイスクールD×Dスペシャル,SPECIAL,None,"Comedy, Ecchi, Romance","Demons, Nudity, School, Shounen"
13359,13359,PistStar,None,ぴすとっ☆,ONA,None,,Magic
13365,13365,Samchongsa: Taimmeosin 001,None,삼총사 타임머신 001,MOVIE,None,Sci-Fi,
13367,13367,Kono Naka ni Hitori, Imouto ga Iru!,NAKAIMO - My Little Sister Is Among Them!,この中に1人、妹がいる！,TV,None,"Comedy, Ecchi, Romance"
13369,13369,Cornelis,None,コルネリス,OVA,None,Comedy,
13373,13373,Kyoto Animation: Hana-hen,Flower,京都アニメーションCM「花編」,SPECIAL,None,Slice of Life,Advertisement
13375,13375,Kyoto Animation: Sora-hen,Sky,京都アニメーションCM「空編」,SPECIAL,None,Slice of Life,
13377,13377,Recorder to Randoseru Re♪,Recorder and Randsell Re,リコーダーとランドセル レ♪,TV_SHORT,MANGA,Comedy,"School, Seinen"
13379,13379,Oku-sama wa Michael,None,おくさまは天使 [ミカえる] ♥,OVA,None,Hentai,
13391,13391,Rakuen Tsuihou: Expelled From Paradise,Expelled From Paradise,楽園追放 -Expelled From Paradise-,MOVIE,ORIGINAL,"Action, Mecha, Sci-Fi","Full CGI, Artificial Intelligence, Robots, Philosophy, Virtual World, Post-Apocalyptic, Dystopian, Space, Augmented Reality"
13403,13403,Inu x Boku SS Special,Inu X Boku Secret Service Special,妖狐×僕SS,SPECIAL,None,"Comedy, Mystery, Supernatural",Shounen
13405,13405,Utsu Musume Sayuri,Striking Daughter,打つ娘サユリ,OVA,None,Comedy,"Coming of Age, CGI, Family Life, Gender Bending"
13407,13407,Doudou,None,None,OVA,None,Fantasy,
13409,13409,Moyashimon Returns,None,もやしもん リターンズ,TV,None,"Comedy, Supernatural","Educational, Food, School, College, Crossdressing"
13411,13411,GUILTY CROWN: Lost Christmas,Guilty Crown: Lost Christmas,ギルティクラウン ロストクリスマス,SPECIAL,None,"Action, Drama, Sci-Fi",Super Power
13421,13421,Wheels,None,None,OVA,None,Comedy,
13423,13423,Fushigi Sekai Atagoul Monogatari,None,不思議世界 アタゴオル物語,OVA,None,Adventure,CGI
13427,13427,PES: Peace Eco Smile,PES: Peace Eco Smiles,PES: Peace Eco Smile,ONA,None,Slice of Life,Space
13429,13429,Sakasama no Patema: Beginning of the Day,Patema Inverted: Beginning of the Day,サカサマのパテマ Beginning of the Day,SPECIAL,None,Sci-Fi,"Female Protagonist, Steampunk, Post-Apocalyptic, Dystopian"
13431,13431,Himitsukessha Taka no Tsume NEO,None,秘密結社鷹の爪 NEO,TV_SHORT,None,Comedy,"Parody, Super Power"
13433,13433,himitsukesshatakanotsume.jp,None,秘密結社鷹の爪.jp,ONA,None,Comedy,"Parody, Super Power"
13435,13435,Taka no Tsume NEO Announcement Movie,None,鷹の爪NEO　予告ムービー,SPECIAL,None,Comedy,"Super Power, Parody"
13439,13439,Shinpi no Hou,The Mystical Laws,神秘の法,MOVIE,None,Adventure,"Male Protagonist, Politics, Mythology, Gods, Dystopian, Super Power"
13441,13441,Shiawasette Naani,None,しあわせってなあに,OVA,None,Fantasy,
13449,13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,None,疾風! アイアンリーガー 銀光の旗の下に,OVA,None,"Mecha, Sports",
13455,13455,Zumomo to Nupepe,None,ズモモとヌペペ,TV_SHORT,None,Comedy,
13457,13457,Tomodachi 8-nin,None,ともだち8にん,TV_SHORT,ORIGINAL,Comedy,Kids
13459,13459,Ribbon-chan,None,リボンちゃん,TV_SHORT,None,Comedy,
13463,13463,Panda no Taputapu,None,パンダのたぷたぷ,TV_SHORT,ORIGINAL,,Kids
13465,13465,Little Charo: Touhoku-hen,None,リトル・チャロ東北編,TV_SHORT,ORIGINAL,,Kids
13469,13469,Hyouka: Motsubeki Mono wa,None,氷菓 持つべきものは,OVA,None,"Mystery, Slice of Life",School Club
13495,13495,Tokyo Disney Resort: Yume ga Kanau Basho,Where Dreams Come True,東京ディズニーリゾートTVCM「夢がかなう場所」,SPECIAL,None,Slice of Life,
13497,13497,Neko no Sumu Shima,None,猫の棲む島,SPECIAL,None,Drama,
13499,13499,Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,Eagle Talon the Planetarium: Mystery of the Black Hole,秘密結社鷹の爪 THE PLANETARIUM: ブラブラ！ブラックホールの謎,SPECIAL,None,"Adventure, Comedy","Space, Parody"
13501,13501,Cofun Gal no Coffy (ONA),Tumulus Gal Coffy,古墳ギャルのコフィー,ONA,None,Comedy,"Historical, Parody"
13503,13503,Cofun Gal no Coffy,Tumulus Gal Coffy,古墳ギャルのコフィー,TV,None,Comedy,Parody
13505,13505,Cofun Gal no Coffy Campus Life,Tumulus Gal Coffy Campus Life,古墳ギャルのコフィー　キャンパスライフ,TV_SHORT,None,Comedy,
13507,13507,Cofun Gal no Coffy ~Okehazama no Tatakai~,Tumulus Gal Coffy ~The Battle of Okehazama~,古墳ギャルのコフィー　～桶狭間の戦い～,MOVIE,None,Comedy,"Parody, Historical"
13509,13509,Cofun Gal no Coffy ~Juuninin to Ikareru Kofuntachi~,Tumulus Gal Coffy ~the 12 Angry Tumuli~,古墳ギャルのコフィー ～１２人の怒れる古墳達～,MOVIE,None,Comedy,
13511,13511,Cofun Gal no Coffy ~Cofunderella~,Tumulus Gal Coffy ~Cofunderella~,古墳ギャルのコフィー ～コフンデレラ～,MOVIE,None,Comedy,
13513,13513,Anima,None,アニマ,MOVIE,None,Music,"Nudity, Dancing"
13515,13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,None,ネオ里見八犬伝 サトミちゃんちの8男子,ONA,None,Comedy,Advertisement
13517,13517,Ryuugajou Nanana no Maizoukin,Nanana's Buried Treasure,龍ヶ嬢七々々の埋蔵金,SPECIAL,None,"Comedy, Supernatural",School
13519,13519,Organic,None,オーガニック,ONA,None,Comedy,
13535,13535,Binbougami ga!,Good Luck Girl!,貧乏神が!,TV,None,"Comedy, Supernatural","Parody, Meta, Shounen, Female Protagonist, Gods, School"
13541,13541,Rui no Masaiban,None,ルイの魔裁判,ONA,None,Comedy,Advertisement
13543,13543,Nantokashite Alguard,None,なんとかして アルガード,ONA,None,Comedy,
13551,13551,Shuukan! Story Land,None,週刊ストーリーランド,TV,None,"Comedy, Slice of Life",
13553,13553,Bakusou Circuit Roman Twin,None,爆走サーキット·ロマン TWIN,OVA,None,Sports,
13559,13559,Lovely Day: Boku to Kanojo no Nanoka Kan,Lovely Day: Boku to Kanojo no Nanoka Kan,ラブリディ ～僕と彼女の七日間～,OVA,None,Hentai,
13561,13561,GUILTY CROWN: 4-koma Gekijou,None,ギルクラ4コマ劇場 ぎる亭くら雲,SPECIAL,None,Comedy,Chibi
13563,13563,The Four Seasons,None,None,ONA,None,Slice of Life,
13585,13585,Natsuyuki Rendezvous,Natsuyuki Rendezvous,夏雪ランデブー,TV,None,"Drama, Romance, Supernatural","Ghost, Josei, Primarily Adult Cast, Body Swapping"
13587,13587,Persona 4 The Animation: No One is Alone,None,ペルソナ4アニメーション,SPECIAL,None,"Adventure, Mystery, Sci-Fi, Supernatural","School, Super Power"
13595,13595,Suki de Suki de, Suki de The Animation,None,好きで好きで,OVA,None,Hentai
13599,13599,Robotics;Notes,None,ロボティクス・ノーツ,TV,VISUAL_NOVEL,Sci-Fi,"Robots, Conspiracy, School Club, Augmented Reality, Artificial Intelligence, School, Real Robot"
13601,13601,PSYCHO-PASS,Psycho-Pass,PSYCHO-PASS サイコパス,TV,ORIGINAL,"Action, Psychological, Sci-Fi, Thriller","Seinen, Cyberpunk, Police, Dystopian, Primarily Adult Cast, Philosophy, Female Protagonist, Conspiracy, Artificial Intelligence, Gore"
13619,13619,Sayonara Zetsubou Sensei Special Omake,None,さよなら絶望先生,SPECIAL,MANGA,Comedy,"Parody, School"
13629,13629,Furiko,Pendulum,振り子,SPECIAL,None,"Drama, Music, Romance, Slice of Life","Time Manipulation, No Dialogue, Primarily Adult Cast"
13639,13639,Hi no Youjin,Combustible,火要鎮,MOVIE,None,Slice of Life,Historical
13643,13643,Imouto Twins,Sex Exchange (2),義妹×2 いもうとツインズ,OVA,None,Hentai,
13655,13655,Little Busters!,None,リトルバスターズ!,TV,VISUAL_NOVEL,"Comedy, Drama, Romance, Slice of Life","School, Baseball, Tragedy, Time Manipulation, Harem, Alternate Universe"
13659,13659,Ore no Imouto ga Konna ni Kawaii Wake ga Nai.,Oreimo 2,俺の妹がこんなに可愛いわけがない。,TV,None,"Comedy, Slice of Life, Romance","Otaku Culture, Harem, Seinen, Male Protagonist"
13663,13663,To Love-Ru Darkness,To Love Ru Darkness,To LOVEる -とらぶる- ダークネス,TV,None,"Comedy, Ecchi, Romance, Sci-Fi","Nudity, School, Harem, Shounen, Female Protagonist"
13667,13667,Naruto: Shippuuden Movie 6 - Road to Ninja,Road to Ninja: Naruto the Movie,劇場版 NARUTO -ナルト- ロード・トゥ・ニンジャ,MOVIE,None,"Action, Adventure","Super Power, Shounen"
13669,13669,Owari no Chronicle,None,終わりのクロニクル,SPECIAL,None,"Action, Adventure, Fantasy, Sci-Fi",
13673,13673,Otome Nadeshiko Koi Techou,None,乙女なでしこ恋手帖,OVA,None,,"Historical, Shoujo"
13675,13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,None,大成建設テレビCM「ボスポラス海峡トンネル」篇,SPECIAL,None,Drama,Advertisement
13677,13677,Ao no Exorcist (Movie) Special,None,劇場版「青の祓魔師」特別映像,SPECIAL,None,Comedy,Parody
13679,13679,Tottoko Hamtaro Hai!,Hamtaro Hai!,とっとこハム太郎は〜い!,TV_SHORT,None,Adventure,Kids
13681,13681,Nekogami Yaoyorozu Specials,None,猫神やおよろず,SPECIAL,None,"Comedy, Supernatural",Seinen
13691,13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,None,大成建設テレビCM「新ドーハ国際空港」篇,SPECIAL,None,Drama,
13693,13693,Ippatsu Hicchuu!! Devander,None,一発必中!! デバンダー,OVA,None,Action,Parody
13709,13709,Afro Samurai (Movie),Afro Samurai the Movie,AFRO SAMURAI　劇場版,MOVIE,None,Action,Swordplay
13715,13715,Kennel Tokorozawa,None,ケンネル所沢,OVA,None,"Comedy, Ecchi",Animals
13727,13727,Rinne no Lagrange: Kamogawa Days,Lagrange: The Flower of Rin-ne – Kamogawa Days,輪廻のラグランジェ 鴨川デイズ,OVA,None,"Action, Comedy, Mecha","Female Protagonist, Primarily Female Cast"
13731,13731,Koukyou Shihen Eureka Seven: New Order,Eureka Seven: New Order,交響詩篇エウレカセブン第51話「ニュー・オーダー」,SPECIAL,None,"Adventure, Drama, Mecha, Romance, Sci-Fi",Shounen
13755,13755,Shanshui Qing,Feeling from Mountain and Water,山水情,MOVIE,None,Music,"Female Protagonist, Foreign"
13757,13757,Mashiroiro Symphony: The Color of Lovers Picture Drama,Mashiroiro Symphony Picture Drama,ましろ色シンフォニー  -The color of lovers- ピクチャードラマ,SPECIAL,None,"Drama, Romance","Harem, Shounen"
13759,13759,Sakurasou no Pet na Kanojo,The Pet Girl of Sakurasou,さくら荘のペットな彼女,TV,LIGHT_NOVEL,"Comedy, Drama, Romance","School, Male Protagonist, Tragedy, Love Triangle, Drawing, Tsundere, Harem"
13767,13767,Junjou Romantica (OVA),None,純情ロマンチカ,OVA,None,"Comedy, Drama, Romance",Boys' Love
13769,13769,Kamen no Ninja Akakage,None,仮面の忍者赤影,TV,None,"Action, Fantasy",
13779,13779,House Foods: Ouchi de Tabeyou,None,ハウス食品 おうちで食べよう,SPECIAL,None,,Kids
13781,13781,Dokkiri Doctor Special,None,乙女の{秘}健康診断!!,SPECIAL,None,"Comedy, Ecchi",
13785,13785,Uhou Renka,None,雨芳恋歌,OVA,None,Hentai,"Large Breasts, Nakadashi"
13789,13789,Little Nemo Pilot,Little Nemo: Adventures in Slumberland Pilot,リトル・ニモ パイロット,SPECIAL,None,Adventure,
13793,13793,Fashion no Hajimari,Beginning of fashion,ファッションのはじまり,ONA,None,Comedy,
13795,13795,The Green Wind,The Green Wind,None,SPECIAL,None,Fantasy,
13799,13799,Meloetta no Kirakira Recital,Pokemon: Meloetta's Glittery Recital,メロエッタのキラキラリサイタル,SPECIAL,None,Music,Kids
13807,13807,Corpse Party: Missing Footage,None,コープスパーティー Missing Footage,OVA,None,Horror,"Gore, School"
13817,13817,Kamiusagi Rope,Paper Rabbit Rope,紙兎ロペ,SPECIAL,None,"Comedy, Slice of Life",
13819,13819,Kamiusagi Rope 2,Paper Rabbit Rope 2,紙兎ロペ２,SPECIAL,None,"Comedy, Slice of Life",
13821,13821,Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?,Paper Rabbit Rope: Wait Last One For Summer Vacation For Real!?,紙兎ロペ　つか、夏休みラスイチってマジっすか！？,MOVIE,None,"Adventure, Comedy, Slice of Life"
13823,13823,Kamiusagi Rope Movie Episode 0,Paper Rabbit Rope Movie Episode 0,映画「紙兎ロペ」 Episode 0,SPECIAL,None,"Comedy, Slice of Life",
13825,13825,Kamiusagi Rope x AU Collaboration,Paper Rabbit Rope x AU Collaboration,紙兎ロペ　AUコラボEP,SPECIAL,None,"Comedy, Slice of Life",
13827,13827,Kamiusagi Rope x Panasonic Collaboration,Paper Rabbit Rope x Panasonic Collaboration,紙兎ロペ　パナソニックコラボEP,SPECIAL,None,"Comedy, Slice of Life",
13829,13829,Kamiusagi Rope: Christmas,Paper Rabbit Rope: Christmas,紙兎ロペ　クリスマス,SPECIAL,None,"Comedy, Slice of Life",
13831,13831,Kamiusagi Rope: Valentine Day-hen,Paper Rabbit Rope: Valentine Day,紙兎ロペ　バレンタインデー編,SPECIAL,None,"Comedy, Slice of Life",
13833,13833,Nagareboshi Lens,None,流れ星レンズ,OVA,None,Romance,Shoujo
13835,13835,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,None,まりもの花 ～最強武闘派小学生伝説～,OVA,None,Action,Shoujo
13837,13837,Meitantei Conan Magic File 6: Fantasista no Hana,Case Closed Magic File 6: Fantasista Flower,名探偵コナン BONUS FILE ファンタジスタの花,OVA,None,"Mystery, Romance, Slice of Life, Sports","Police, Football, Age Regression, Shounen, Male Protagonist"
13839,13839,Meitantei Conan OVA 12: Excalibur no Kiseki,Case Closed OVA 12: The Miracle of Excalibur,名探偵コナン　えくすかりばあの奇跡,OVA,None,"Mystery, Slice of Life, Sports",Police
13843,13843,Wild Adapter,Wild Adapter,ワイルドアダプター,OVA,None,"Action, Comedy, Drama, Mystery",Boys' Love
13851,13851,To Love-Ru Darkness OVA,To Love Ru Darkness OVA,To LOVEる -とらぶる- ダークネス,OVA,None,"Comedy, Ecchi, Romance, Sci-Fi","School, Harem, Shounen"
13855,13855,Queen's Blade: Rebellion Specials,None,クイーンズブレイド リベリオン 限界突破で見えちゃうの,SPECIAL,None,Ecchi,Nudity
13857,13857,Souhaku Shisuferia,None,蒼白シスフェリア,MUSIC,None,Music,
13859,13859,Accel World: Acchel World.,None,あくちぇる・わーるど。,SPECIAL,MANGA,"Comedy, Sci-Fi","School, Shounen"
13863,13863,Arve Rezzle: Kikaijikake no Yousei-tachi,None,アルヴ・レズル -機械仕掛けの妖精たち-,MOVIE,LIGHT_NOVEL,"Action, Drama, Mystery, Sci-Fi, Thriller",Cyberpunk
13917,13917,Star☆Jewel Gaiden: Natsumi Oblivion,None,STAR☆jewel なつみオブリビオン,OVA,None,Hentai,
13927,13927,Sacred Seven: Shirogane no Tsubasa Picture Drama,Sacred Seven: Wings of the Silver Moon Picture Drama,劇場版 セイクリッドセブン – 銀月の翼 – ピクチャードラマ,SPECIAL,None,"Action, Comedy, Sci-Fi","School, Super Power"
13931,13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,None,美少女戦士セーラームーン セーラースターズ ヒーロークラブ,OVA,None,"Adventure, Comedy, Drama, Fantasy, Romance",Magic
13935,13935,Houkago Midnighters,After School Midnighters,放課後ミッドナイターズ,MOVIE,None,Fantasy,Kids
13937,13937,Saishuu Chikan Densha Next,None,最終痴漢電車NEXT,OVA,None,Hentai,Trains
13939,13939,Accel World Ex,None,アクセル・ワールド EX,OVA,None,"Action, Romance, Sci-Fi","Virtual World, School, Shounen"
13947,13947,Ashita no Eleven-tachi,None,あしたの勇者(イレブン)たち,SPECIAL,None,Sports,
13955,13955,Dennou Coil Recaps,None,電脳コイル,SPECIAL,None,"Adventure, Comedy, Drama, Mystery, Sci-Fi",
13959,13959,Milky Gal: Cats Ai,None,ミルキィギャル キャッツ愛,OVA,None,Hentai,
13965,13965,Thermae Romae: Thermae Romae x LOFT Collaboration,None,テルマエ・ロマエｘLOFT企業コラボレーション,SPECIAL,None,Comedy,"Seinen, Historical"
13967,13967,Thermae Romae: Thermae Romae x Asahi Shimbun Digital Collaboration,None,テルマエロマエｘ朝日新聞デジタル企業コラボレーション,SPECIAL,None,Comedy,"Seinen, Historical"
13969,13969,Thermae Romae: Thermae Romae x Yoyogi Animation Gakuin Collaboration,None,テルマエ・ロマエｘ代々木アニメーション学院企業コラボレーション,SPECIAL,None,Comedy,"Seinen, Historical"
13971,13971,663114,None,None,MOVIE,None,Fantasy,"Environmental, Dystopian"
13983,13983,Thermae Romae: Kodai Romajin ga Uchuu e,None,テルマエ・ロマエ　古代ローマ人が宇宙へ,SPECIAL,None,Comedy,"Seinen, Space"
13993,13993,Goulart Knights: Evoked the Beginning White,Goulart Knights: Evoked the Beginning White,グラール騎士団 Evoked THE Beginning White,OVA,None,"Action, Drama, Fantasy, Supernatural",Shoujo
14007,14007,Akai Shouzou: Char, Soshite Frontal e,Portrait of the Red,赤い肖像　～シャア、そしてフロンタルへ～,SPECIAL,None,"Drama, Mecha, Sci-Fi"
14023,14023,R2: Rise R to the Second Power,None,None,MUSIC,None,Music,
14027,14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai L(゜□゜)」,Haganai: Add-on Disc,僕は友達が少ない リレー小説は結末が半端ないL(゜□゜)」,OVA,None,"Comedy, Romance","School, Seinen, Chuunibyou, Crossdressing"
14039,14039,Katayoku no Khronos Gear,None,片翼のクロノスギア,OVA,None,"Action, Sci-Fi",
14045,14045,Mangirl!,None,まんがーる!,TV_SHORT,MANGA,"Comedy, Slice of Life","Work, Otaku Culture, Primarily Female Cast, Primarily Adult Cast, Female Protagonist, Cute Girls Doing Cute Things, Meta, School Club"
14047,14047,Ikusa Otome Valkyrie G,None,戦乙女ヴァルキリーG,OVA,None,"Fantasy, Hentai, Supernatural",
14049,14049,Mashiroiro Symphony: Airi ga Anata no Kanojo ni!?,None,ましろ色シンフォニー- 愛理があなたの彼女に!？,SPECIAL,None,Romance,"Harem, Shounen"
14059,14059,Kimagure Orange Road: Soushuuhen Tanabata Special,None,きまぐれオレンジ★ロード 総集編 七夕スペシャル,OVA,None,,Shounen
14067,14067,Ginga Hyouryuu Vifam: Chicago Super Police 13,None,銀河漂流バイファム シカゴ・スーパーポリス13,SPECIAL,None,"Action, Comedy","Parody, Police"
14069,14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,None,新宿シンちゃん　よいこの交通安全,ONA,None,,Kids
14073,14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,None,えびてん 公立海老栖川高校天悶部,ONA,None,,"Parody, School, Shounen"
14075,14075,Zetsuen no Tempest,Blast of Tempest,絶園のテンペスト,TV,MANGA,"Action, Drama, Fantasy, Mystery, Romance","Urban Fantasy, Magic, Classic Literature, Love Triangle, Male Protagonist, Tragedy, Revenge, Environmental, Time Manipulation, Shounen, Ensemble Cast"
14077,14077,Blood-C: None-None Gekijou,None,のねのね劇場,ONA,None,Comedy,Parody
14093,14093,Pocket Monsters Best Wishes! Season 2,Pokémon BW: Rival Destinies,ポケットモンスター ベストウイッシュ シーズン2,TV,VIDEO_GAME,"Adventure, Comedy, Fantasy","Kids, Primarily Child Cast, Shounen"
14095,14095,Kamen Rider Fourze X Crayon Shin-chan,None,仮面ライダーフォーゼ×クレオンしんちゃん,SPECIAL,None,"Action, Comedy","Kids, Shounen"
14117,14117,Blood-C: Special Edition,None,『BLOOD-C』特別編集ver,SPECIAL,None,"Action, Horror, Supernatural","School, Vampire"
14123,14123,Pocket Monsters Black 2 White 2: Introduction Special Movie,Pokémon Black 2 White 2: Introduction Special Movie,『ポケットモンスターブラック２・ホワイト２』紹介SPムービー,ONA,VIDEO_GAME,"Action, Adventure",Shounen
14125,14125,Otogi no Kuni no Birthday,None,おとぎの国のBirthday,MUSIC,None,Music,
14127,14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,None,パパラブ パパとイチャエロしたい娘達と一つ屋根の下で,OVA,None,Hentai,"Incest, Nakadashi, Large Breasts, Flat Chest, Defloration, Harem, Public Sex, School, Anal Sex, Masturbation, Age Gap, Paizuri, Sumata, Fellatio, Cunnilingus, Tekoki, Facial, Tsundere"
14129,14129,Starless: 21st Century Nymphomaniacs,None,STARLESS 21st Century nymphomaniacs.,OVA,None,Hentai,Large Breasts
14131,14131,Girls und Panzer,None,ガールズ&パンツァー,TV,ORIGINAL,"Action, Sports","Tanks, Primarily Female Cast, Cute Girls Doing Cute Things, Military, School, Female Protagonist, CGI"
14145,14145,Hanayaka Nari, Waga Ichizoku: Kinetograph,None,華ヤカ哉,OVA,None,"Drama, Romance"
14173,14173,Upotte!! OVA,None,うぽって!! OVA,OVA,None,"Comedy, Ecchi","School, Seinen"
14175,14175,Hanasaku Iroha: Home Sweet Home,None,花咲くいろは Home Sweet Home,MOVIE,None,"Comedy, Drama, Slice of Life","Seinen, Rural"
14181,14181,Oedo wa Nemurenai!,None,お江戸はねむれない,OVA,None,"Drama, Fantasy","Shoujo, Historical, Female Protagonist, Prostitution"
14183,14183,Aitsu to Lullaby,None,あいつとララバイ　水曜日のシンデレラ,MOVIE,None,Drama,Shounen
14189,14189,Tasogare Otome x Amnesia: Taima Otome,Dusk Maiden of Amnesia: Exorcism Maiden,黄昏乙女×アムネジア 退魔乙女,SPECIAL,None,"Horror, Mystery, Romance, Supernatural","School, Ghost, Shounen"
14199,14199,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,OniAi,お兄ちゃんだけど愛さえあれば関係ないよねっ,TV,None,"Comedy, Ecchi, Romance","Harem, School, Nudity"
14207,14207,Lovely Series,Lovely Series,ラブリー・シリーズ,OVA,None,Hentai,
14209,14209,Fruits Version,Fruits Version,フルーツバージョン,OVA,None,Hentai,
14211,14211,Instant History,None,インスタントヒストリー,TV_SHORT,ORIGINAL,,Historical
14213,14213,Otogi Manga Calendar,None,おとぎマンガカレンダー,TV_SHORT,ORIGINAL,,Historical
14227,14227,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,TV,MANGA,"Comedy, Romance, Slice of Life","Shoujo, School, Female Protagonist, Coming of Age, Love Triangle"
14231,14231,Akuemon,None,悪右衛門,OVA,None,"Fantasy, Romance",Historical
14235,14235,Salad Land,None,サラダランド,ONA,None,Fantasy,"Full CGI, Advertisement"
14237,14237,Busou Shinki,Busou Shinki: Armored War Goddess,武装神姫,TV,None,"Action, Sci-Fi",Primarily Female Cast
14247,14247,Lunn wa Kaze no Naka,None,るんは風の中,OVA,None,Romance,Coming of Age
14249,14249,Ribbon no Kishi (1999),None,リボンの騎士 (1999),MOVIE,None,Adventure,
14253,14253,My Melody no Akazukin,None,マイメロディの赤ずきん,MOVIE,None,,Kids
14267,14267,Persona 4 The Animation: The Factor of Hope,Persona 4 The Animation: The Factor of Hope,ペルソナ4 the Animation -the Factor of Hope-,MOVIE,None,"Adventure, Mystery, Supernatural","School, Super Power"
14277,14277,Chitose Get You!!,None,ちとせげっちゅ!!,TV_SHORT,MANGA,"Comedy, Romance, Slice of Life","School, Seinen"
14283,14283,Vividred Operation,None,ビビッドレッド・オペレーション,TV,None,"Action, Sci-Fi",Henshin
14289,14289,Sukitte Ii na yo.,"Say ""I Love You"".",好きっていいなよ。,TV,MANGA,"Romance, Drama","School, Shoujo, Love Triangle, Female Protagonist"
14293,14293,Nerawareta Gakuen,Psychic School Wars,ねらわれた学園,MOVIE,None,"Sci-Fi, Romance","School, Time Manipulation"
14317,14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,None,コンピューター革命 最強×最速の頭脳誕生,SPECIAL,None,Sci-Fi,
14333,14333,Tanken Driland,None,探検ドリランド,TV,None,"Adventure, Fantasy",
14345,14345,Btooom!,None,BTOOOM！,TV,MANGA,"Action, Psychological, Sci-Fi","Battle Royale, Seinen, Survival, Hikikomori, Video Games, Gore"
14347,14347,Ryo,None,龍-RYO-,MOVIE,None,Comedy,"Samurai, Historical"
